tax_code_num,agency_num,agency_name,minor_type
77071,030210000,CITY OF CHICAGO,MUNI
77072,030210000,CITY OF CHICAGO,MUNI
77505,030210000,CITY OF CHICAGO,MUNI
70050,030210000,CITY OF CHICAGO,MUNI
70051,030210000,CITY OF CHICAGO,MUNI
71105,030210000,CITY OF CHICAGO,MUNI
71106,030210000,CITY OF CHICAGO,MUNI
71107,030210000,CITY OF CHICAGO,MUNI
71108,030210000,CITY OF CHICAGO,MUNI
71109,030210000,CITY OF CHICAGO,MUNI
71110,030210000,CITY OF CHICAGO,MUNI
71111,030210000,CITY OF CHICAGO,MUNI
72133,030210000,CITY OF CHICAGO,MUNI
72134,030210000,CITY OF CHICAGO,MUNI
72135,030210000,CITY OF CHICAGO,MUNI
72137,030210000,CITY OF CHICAGO,MUNI
72138,030210000,CITY OF CHICAGO,MUNI
72139,030210000,CITY OF CHICAGO,MUNI
72140,030210000,CITY OF CHICAGO,MUNI
72141,030210000,CITY OF CHICAGO,MUNI
72142,030210000,CITY OF CHICAGO,MUNI
72143,030210000,CITY OF CHICAGO,MUNI
72144,030210000,CITY OF CHICAGO,MUNI
72145,030210000,CITY OF CHICAGO,MUNI
72146,030210000,CITY OF CHICAGO,MUNI
73085,030210000,CITY OF CHICAGO,MUNI
73086,030210000,CITY OF CHICAGO,MUNI
73087,030210000,CITY OF CHICAGO,MUNI
73088,030210000,CITY OF CHICAGO,MUNI
73089,030210000,CITY OF CHICAGO,MUNI
73090,030210000,CITY OF CHICAGO,MUNI
75015,030210000,CITY OF CHICAGO,MUNI
75016,030210000,CITY OF CHICAGO,MUNI
76059,030210000,CITY OF CHICAGO,MUNI
76060,030210000,CITY OF CHICAGO,MUNI
76061,030210000,CITY OF CHICAGO,MUNI
76512,030210000,CITY OF CHICAGO,MUNI
77073,030210000,CITY OF CHICAGO,MUNI
77074,030210000,CITY OF CHICAGO,MUNI
77075,030210000,CITY OF CHICAGO,MUNI
77076,030210000,CITY OF CHICAGO,MUNI
77077,030210000,CITY OF CHICAGO,MUNI
70052,030210000,CITY OF CHICAGO,MUNI
70053,030210000,CITY OF CHICAGO,MUNI
70054,030210000,CITY OF CHICAGO,MUNI
70055,030210000,CITY OF CHICAGO,MUNI
70056,030210000,CITY OF CHICAGO,MUNI
71112,030210000,CITY OF CHICAGO,MUNI
71113,030210000,CITY OF CHICAGO,MUNI
73091,030210000,CITY OF CHICAGO,MUNI
73092,030210000,CITY OF CHICAGO,MUNI
74022,030210000,CITY OF CHICAGO,MUNI
77078,030210000,CITY OF CHICAGO,MUNI
77079,030210000,CITY OF CHICAGO,MUNI
77080,030210000,CITY OF CHICAGO,MUNI
77081,030210000,CITY OF CHICAGO,MUNI
70057,030210000,CITY OF CHICAGO,MUNI
70058,030210000,CITY OF CHICAGO,MUNI
70059,030210000,CITY OF CHICAGO,MUNI
71114,030210000,CITY OF CHICAGO,MUNI
71115,030210000,CITY OF CHICAGO,MUNI
71116,030210000,CITY OF CHICAGO,MUNI
71117,030210000,CITY OF CHICAGO,MUNI
72147,030210000,CITY OF CHICAGO,MUNI
72148,030210000,CITY OF CHICAGO,MUNI
72149,030210000,CITY OF CHICAGO,MUNI
72150,030210000,CITY OF CHICAGO,MUNI
72151,030210000,CITY OF CHICAGO,MUNI
72152,030210000,CITY OF CHICAGO,MUNI
72153,030210000,CITY OF CHICAGO,MUNI
72154,030210000,CITY OF CHICAGO,MUNI
72155,030210000,CITY OF CHICAGO,MUNI
72156,030210000,CITY OF CHICAGO,MUNI
72157,030210000,CITY OF CHICAGO,MUNI
72158,030210000,CITY OF CHICAGO,MUNI
72159,030210000,CITY OF CHICAGO,MUNI
72160,030210000,CITY OF CHICAGO,MUNI
72161,030210000,CITY OF CHICAGO,MUNI
72162,030210000,CITY OF CHICAGO,MUNI
74023,030210000,CITY OF CHICAGO,MUNI
74024,030210000,CITY OF CHICAGO,MUNI
76062,030210000,CITY OF CHICAGO,MUNI
76063,030210000,CITY OF CHICAGO,MUNI
76513,030210000,CITY OF CHICAGO,MUNI
77082,030210000,CITY OF CHICAGO,MUNI
77083,030210000,CITY OF CHICAGO,MUNI
70060,030210000,CITY OF CHICAGO,MUNI
70061,030210000,CITY OF CHICAGO,MUNI
70062,030210000,CITY OF CHICAGO,MUNI
70063,030210000,CITY OF CHICAGO,MUNI
70064,030210000,CITY OF CHICAGO,MUNI
70065,030210000,CITY OF CHICAGO,MUNI
70066,030210000,CITY OF CHICAGO,MUNI
70067,030210000,CITY OF CHICAGO,MUNI
70068,030210000,CITY OF CHICAGO,MUNI
70069,030210000,CITY OF CHICAGO,MUNI
70070,030210000,CITY OF CHICAGO,MUNI
70071,030210000,CITY OF CHICAGO,MUNI
70072,030210000,CITY OF CHICAGO,MUNI
70073,030210000,CITY OF CHICAGO,MUNI
70074,030210000,CITY OF CHICAGO,MUNI
70075,030210000,CITY OF CHICAGO,MUNI
70076,030210000,CITY OF CHICAGO,MUNI
70077,030210000,CITY OF CHICAGO,MUNI
70078,030210000,CITY OF CHICAGO,MUNI
70079,030210000,CITY OF CHICAGO,MUNI
70080,030210000,CITY OF CHICAGO,MUNI
70081,030210000,CITY OF CHICAGO,MUNI
70082,030210000,CITY OF CHICAGO,MUNI
72163,030210000,CITY OF CHICAGO,MUNI
72164,030210000,CITY OF CHICAGO,MUNI
72165,030210000,CITY OF CHICAGO,MUNI
72166,030210000,CITY OF CHICAGO,MUNI
73093,030210000,CITY OF CHICAGO,MUNI
73094,030210000,CITY OF CHICAGO,MUNI
76064,030210000,CITY OF CHICAGO,MUNI
76065,030210000,CITY OF CHICAGO,MUNI
70083,030210000,CITY OF CHICAGO,MUNI
70084,030210000,CITY OF CHICAGO,MUNI
70085,030210000,CITY OF CHICAGO,MUNI
70086,030210000,CITY OF CHICAGO,MUNI
72167,030210000,CITY OF CHICAGO,MUNI
72168,030210000,CITY OF CHICAGO,MUNI
72169,030210000,CITY OF CHICAGO,MUNI
73095,030210000,CITY OF CHICAGO,MUNI
73096,030210000,CITY OF CHICAGO,MUNI
73097,030210000,CITY OF CHICAGO,MUNI
73098,030210000,CITY OF CHICAGO,MUNI
75017,030210000,CITY OF CHICAGO,MUNI
75018,030210000,CITY OF CHICAGO,MUNI
70087,030210000,CITY OF CHICAGO,MUNI
70088,030210000,CITY OF CHICAGO,MUNI
70089,030210000,CITY OF CHICAGO,MUNI
70090,030210000,CITY OF CHICAGO,MUNI
70091,030210000,CITY OF CHICAGO,MUNI
70092,030210000,CITY OF CHICAGO,MUNI
70093,030210000,CITY OF CHICAGO,MUNI
70094,030210000,CITY OF CHICAGO,MUNI
70095,030210000,CITY OF CHICAGO,MUNI
71118,030210000,CITY OF CHICAGO,MUNI
71119,030210000,CITY OF CHICAGO,MUNI
71120,030210000,CITY OF CHICAGO,MUNI
71121,030210000,CITY OF CHICAGO,MUNI
72170,030210000,CITY OF CHICAGO,MUNI
72171,030210000,CITY OF CHICAGO,MUNI
72172,030210000,CITY OF CHICAGO,MUNI
72173,030210000,CITY OF CHICAGO,MUNI
72174,030210000,CITY OF CHICAGO,MUNI
72175,030210000,CITY OF CHICAGO,MUNI
72176,030210000,CITY OF CHICAGO,MUNI
72177,030210000,CITY OF CHICAGO,MUNI
72178,030210000,CITY OF CHICAGO,MUNI
72179,030210000,CITY OF CHICAGO,MUNI
72180,030210000,CITY OF CHICAGO,MUNI
72181,030210000,CITY OF CHICAGO,MUNI
72182,030210000,CITY OF CHICAGO,MUNI
72183,030210000,CITY OF CHICAGO,MUNI
73099,030210000,CITY OF CHICAGO,MUNI
73100,030210000,CITY OF CHICAGO,MUNI
75019,030210000,CITY OF CHICAGO,MUNI
75020,030210000,CITY OF CHICAGO,MUNI
75021,030210000,CITY OF CHICAGO,MUNI
76066,030210000,CITY OF CHICAGO,MUNI
76067,030210000,CITY OF CHICAGO,MUNI
76068,030210000,CITY OF CHICAGO,MUNI
76069,030210000,CITY OF CHICAGO,MUNI
77084,030210000,CITY OF CHICAGO,MUNI
77085,030210000,CITY OF CHICAGO,MUNI
77086,030210000,CITY OF CHICAGO,MUNI
77087,030210000,CITY OF CHICAGO,MUNI
77088,030210000,CITY OF CHICAGO,MUNI
77089,030210000,CITY OF CHICAGO,MUNI
70096,030210000,CITY OF CHICAGO,MUNI
70097,030210000,CITY OF CHICAGO,MUNI
70098,030210000,CITY OF CHICAGO,MUNI
70099,030210000,CITY OF CHICAGO,MUNI
70100,030210000,CITY OF CHICAGO,MUNI
71122,030210000,CITY OF CHICAGO,MUNI
71123,030210000,CITY OF CHICAGO,MUNI
71124,030210000,CITY OF CHICAGO,MUNI
71125,030210000,CITY OF CHICAGO,MUNI
71126,030210000,CITY OF CHICAGO,MUNI
71127,030210000,CITY OF CHICAGO,MUNI
71128,030210000,CITY OF CHICAGO,MUNI
71129,030210000,CITY OF CHICAGO,MUNI
71130,030210000,CITY OF CHICAGO,MUNI
71131,030210000,CITY OF CHICAGO,MUNI
71132,030210000,CITY OF CHICAGO,MUNI
71133,030210000,CITY OF CHICAGO,MUNI
71134,030210000,CITY OF CHICAGO,MUNI
71135,030210000,CITY OF CHICAGO,MUNI
71136,030210000,CITY OF CHICAGO,MUNI
71137,030210000,CITY OF CHICAGO,MUNI
71138,030210000,CITY OF CHICAGO,MUNI
71139,030210000,CITY OF CHICAGO,MUNI
71140,030210000,CITY OF CHICAGO,MUNI
71141,030210000,CITY OF CHICAGO,MUNI
71142,030210000,CITY OF CHICAGO,MUNI
71143,030210000,CITY OF CHICAGO,MUNI
71144,030210000,CITY OF CHICAGO,MUNI
71145,030210000,CITY OF CHICAGO,MUNI
71146,030210000,CITY OF CHICAGO,MUNI
71147,030210000,CITY OF CHICAGO,MUNI
71148,030210000,CITY OF CHICAGO,MUNI
71149,030210000,CITY OF CHICAGO,MUNI
71150,030210000,CITY OF CHICAGO,MUNI
71151,030210000,CITY OF CHICAGO,MUNI
71152,030210000,CITY OF CHICAGO,MUNI
72184,030210000,CITY OF CHICAGO,MUNI
72185,030210000,CITY OF CHICAGO,MUNI
72186,030210000,CITY OF CHICAGO,MUNI
75022,030210000,CITY OF CHICAGO,MUNI
75023,030210000,CITY OF CHICAGO,MUNI
77090,030210000,CITY OF CHICAGO,MUNI
77091,030210000,CITY OF CHICAGO,MUNI
77092,030210000,CITY OF CHICAGO,MUNI
77093,030210000,CITY OF CHICAGO,MUNI
77094,030210000,CITY OF CHICAGO,MUNI
77095,030210000,CITY OF CHICAGO,MUNI
70101,030210000,CITY OF CHICAGO,MUNI
70102,030210000,CITY OF CHICAGO,MUNI
70103,030210000,CITY OF CHICAGO,MUNI
71153,030210000,CITY OF CHICAGO,MUNI
72187,030210000,CITY OF CHICAGO,MUNI
72188,030210000,CITY OF CHICAGO,MUNI
72189,030210000,CITY OF CHICAGO,MUNI
72190,030210000,CITY OF CHICAGO,MUNI
72191,030210000,CITY OF CHICAGO,MUNI
72192,030210000,CITY OF CHICAGO,MUNI
72193,030210000,CITY OF CHICAGO,MUNI
72194,030210000,CITY OF CHICAGO,MUNI
72195,030210000,CITY OF CHICAGO,MUNI
72196,030210000,CITY OF CHICAGO,MUNI
72197,030210000,CITY OF CHICAGO,MUNI
72198,030210000,CITY OF CHICAGO,MUNI
72199,030210000,CITY OF CHICAGO,MUNI
72200,030210000,CITY OF CHICAGO,MUNI
71154,030210000,CITY OF CHICAGO,MUNI
71155,030210000,CITY OF CHICAGO,MUNI
71156,030210000,CITY OF CHICAGO,MUNI
72201,030210000,CITY OF CHICAGO,MUNI
72202,030210000,CITY OF CHICAGO,MUNI
72203,030210000,CITY OF CHICAGO,MUNI
73101,030210000,CITY OF CHICAGO,MUNI
74025,030210000,CITY OF CHICAGO,MUNI
76070,030210000,CITY OF CHICAGO,MUNI
76071,030210000,CITY OF CHICAGO,MUNI
77096,030210000,CITY OF CHICAGO,MUNI
70104,030210000,CITY OF CHICAGO,MUNI
70105,030210000,CITY OF CHICAGO,MUNI
70106,030210000,CITY OF CHICAGO,MUNI
70107,030210000,CITY OF CHICAGO,MUNI
71157,030210000,CITY OF CHICAGO,MUNI
71158,030210000,CITY OF CHICAGO,MUNI
72204,030210000,CITY OF CHICAGO,MUNI
72205,030210000,CITY OF CHICAGO,MUNI
72206,030210000,CITY OF CHICAGO,MUNI
73102,030210000,CITY OF CHICAGO,MUNI
73103,030210000,CITY OF CHICAGO,MUNI
73104,030210000,CITY OF CHICAGO,MUNI
73105,030210000,CITY OF CHICAGO,MUNI
73106,030210000,CITY OF CHICAGO,MUNI
73107,030210000,CITY OF CHICAGO,MUNI
73108,030210000,CITY OF CHICAGO,MUNI
73109,030210000,CITY OF CHICAGO,MUNI
73110,030210000,CITY OF CHICAGO,MUNI
73111,030210000,CITY OF CHICAGO,MUNI
73112,030210000,CITY OF CHICAGO,MUNI
73113,030210000,CITY OF CHICAGO,MUNI
73114,030210000,CITY OF CHICAGO,MUNI
73115,030210000,CITY OF CHICAGO,MUNI
73116,030210000,CITY OF CHICAGO,MUNI
73117,030210000,CITY OF CHICAGO,MUNI
73118,030210000,CITY OF CHICAGO,MUNI
73119,030210000,CITY OF CHICAGO,MUNI
74026,030210000,CITY OF CHICAGO,MUNI
74027,030210000,CITY OF CHICAGO,MUNI
74028,030210000,CITY OF CHICAGO,MUNI
77097,030210000,CITY OF CHICAGO,MUNI
77098,030210000,CITY OF CHICAGO,MUNI
77099,030210000,CITY OF CHICAGO,MUNI
70108,030210000,CITY OF CHICAGO,MUNI
75024,030210000,CITY OF CHICAGO,MUNI
75025,030210000,CITY OF CHICAGO,MUNI
76072,030210000,CITY OF CHICAGO,MUNI
76073,030210000,CITY OF CHICAGO,MUNI
76074,030210000,CITY OF CHICAGO,MUNI
77100,030210000,CITY OF CHICAGO,MUNI
77101,030210000,CITY OF CHICAGO,MUNI
77102,030210000,CITY OF CHICAGO,MUNI
77103,030210000,CITY OF CHICAGO,MUNI
77104,030210000,CITY OF CHICAGO,MUNI
77105,030210000,CITY OF CHICAGO,MUNI
77106,030210000,CITY OF CHICAGO,MUNI
77107,030210000,CITY OF CHICAGO,MUNI
77108,030210000,CITY OF CHICAGO,MUNI
77109,030210000,CITY OF CHICAGO,MUNI
77110,030210000,CITY OF CHICAGO,MUNI
77111,030210000,CITY OF CHICAGO,MUNI
77112,030210000,CITY OF CHICAGO,MUNI
77113,030210000,CITY OF CHICAGO,MUNI
77114,030210000,CITY OF CHICAGO,MUNI
77115,030210000,CITY OF CHICAGO,MUNI
77116,030210000,CITY OF CHICAGO,MUNI
77117,030210000,CITY OF CHICAGO,MUNI
77118,030210000,CITY OF CHICAGO,MUNI
77119,030210000,CITY OF CHICAGO,MUNI
77120,030210000,CITY OF CHICAGO,MUNI
77121,030210000,CITY OF CHICAGO,MUNI
77122,030210000,CITY OF CHICAGO,MUNI
77123,030210000,CITY OF CHICAGO,MUNI
77124,030210000,CITY OF CHICAGO,MUNI
77125,030210000,CITY OF CHICAGO,MUNI
77126,030210000,CITY OF CHICAGO,MUNI
77127,030210000,CITY OF CHICAGO,MUNI
77128,030210000,CITY OF CHICAGO,MUNI
77129,030210000,CITY OF CHICAGO,MUNI
77130,030210000,CITY OF CHICAGO,MUNI
77131,030210000,CITY OF CHICAGO,MUNI
77132,030210000,CITY OF CHICAGO,MUNI
70109,030210000,CITY OF CHICAGO,MUNI
71159,030210000,CITY OF CHICAGO,MUNI
71160,030210000,CITY OF CHICAGO,MUNI
71161,030210000,CITY OF CHICAGO,MUNI
71162,030210000,CITY OF CHICAGO,MUNI
74029,030210000,CITY OF CHICAGO,MUNI
71163,030210000,CITY OF CHICAGO,MUNI
71164,030210000,CITY OF CHICAGO,MUNI
71165,030210000,CITY OF CHICAGO,MUNI
71166,030210000,CITY OF CHICAGO,MUNI
71167,030210000,CITY OF CHICAGO,MUNI
71168,030210000,CITY OF CHICAGO,MUNI
71169,030210000,CITY OF CHICAGO,MUNI
71170,030210000,CITY OF CHICAGO,MUNI
71171,030210000,CITY OF CHICAGO,MUNI
71172,030210000,CITY OF CHICAGO,MUNI
71173,030210000,CITY OF CHICAGO,MUNI
71174,030210000,CITY OF CHICAGO,MUNI
71175,030210000,CITY OF CHICAGO,MUNI
71176,030210000,CITY OF CHICAGO,MUNI
71177,030210000,CITY OF CHICAGO,MUNI
71178,030210000,CITY OF CHICAGO,MUNI
72207,030210000,CITY OF CHICAGO,MUNI
73120,030210000,CITY OF CHICAGO,MUNI
73121,030210000,CITY OF CHICAGO,MUNI
74030,030210000,CITY OF CHICAGO,MUNI
76075,030210000,CITY OF CHICAGO,MUNI
76076,030210000,CITY OF CHICAGO,MUNI
76077,030210000,CITY OF CHICAGO,MUNI
77133,030210000,CITY OF CHICAGO,MUNI
77134,030210000,CITY OF CHICAGO,MUNI
77135,030210000,CITY OF CHICAGO,MUNI
77136,030210000,CITY OF CHICAGO,MUNI
77137,030210000,CITY OF CHICAGO,MUNI
77138,030210000,CITY OF CHICAGO,MUNI
77139,030210000,CITY OF CHICAGO,MUNI
77140,030210000,CITY OF CHICAGO,MUNI
77141,030210000,CITY OF CHICAGO,MUNI
77142,030210000,CITY OF CHICAGO,MUNI
77143,030210000,CITY OF CHICAGO,MUNI
71179,030210000,CITY OF CHICAGO,MUNI
74031,030210000,CITY OF CHICAGO,MUNI
74032,030210000,CITY OF CHICAGO,MUNI
70110,030210000,CITY OF CHICAGO,MUNI
70111,030210000,CITY OF CHICAGO,MUNI
70112,030210000,CITY OF CHICAGO,MUNI
70113,030210000,CITY OF CHICAGO,MUNI
70114,030210000,CITY OF CHICAGO,MUNI
70115,030210000,CITY OF CHICAGO,MUNI
70116,030210000,CITY OF CHICAGO,MUNI
70117,030210000,CITY OF CHICAGO,MUNI
70118,030210000,CITY OF CHICAGO,MUNI
70119,030210000,CITY OF CHICAGO,MUNI
70120,030210000,CITY OF CHICAGO,MUNI
70121,030210000,CITY OF CHICAGO,MUNI
70122,030210000,CITY OF CHICAGO,MUNI
70123,030210000,CITY OF CHICAGO,MUNI
70124,030210000,CITY OF CHICAGO,MUNI
70125,030210000,CITY OF CHICAGO,MUNI
70126,030210000,CITY OF CHICAGO,MUNI
70127,030210000,CITY OF CHICAGO,MUNI
71180,030210000,CITY OF CHICAGO,MUNI
71181,030210000,CITY OF CHICAGO,MUNI
71182,030210000,CITY OF CHICAGO,MUNI
71183,030210000,CITY OF CHICAGO,MUNI
71184,030210000,CITY OF CHICAGO,MUNI
71185,030210000,CITY OF CHICAGO,MUNI
71186,030210000,CITY OF CHICAGO,MUNI
72208,030210000,CITY OF CHICAGO,MUNI
72209,030210000,CITY OF CHICAGO,MUNI
72210,030210000,CITY OF CHICAGO,MUNI
72211,030210000,CITY OF CHICAGO,MUNI
72212,030210000,CITY OF CHICAGO,MUNI
72213,030210000,CITY OF CHICAGO,MUNI
72214,030210000,CITY OF CHICAGO,MUNI
72215,030210000,CITY OF CHICAGO,MUNI
72216,030210000,CITY OF CHICAGO,MUNI
74033,030210000,CITY OF CHICAGO,MUNI
74034,030210000,CITY OF CHICAGO,MUNI
76079,030210000,CITY OF CHICAGO,MUNI
76080,030210000,CITY OF CHICAGO,MUNI
76081,030210000,CITY OF CHICAGO,MUNI
76082,030210000,CITY OF CHICAGO,MUNI
76083,030210000,CITY OF CHICAGO,MUNI
76084,030210000,CITY OF CHICAGO,MUNI
76085,030210000,CITY OF CHICAGO,MUNI
76086,030210000,CITY OF CHICAGO,MUNI
76087,030210000,CITY OF CHICAGO,MUNI
76088,030210000,CITY OF CHICAGO,MUNI
76089,030210000,CITY OF CHICAGO,MUNI
76090,030210000,CITY OF CHICAGO,MUNI
76091,030210000,CITY OF CHICAGO,MUNI
76092,030210000,CITY OF CHICAGO,MUNI
76093,030210000,CITY OF CHICAGO,MUNI
76094,030210000,CITY OF CHICAGO,MUNI
76095,030210000,CITY OF CHICAGO,MUNI
76096,030210000,CITY OF CHICAGO,MUNI
77144,030210000,CITY OF CHICAGO,MUNI
77145,030210000,CITY OF CHICAGO,MUNI
77146,030210000,CITY OF CHICAGO,MUNI
77147,030210000,CITY OF CHICAGO,MUNI
77148,030210000,CITY OF CHICAGO,MUNI
77149,030210000,CITY OF CHICAGO,MUNI
77150,030210000,CITY OF CHICAGO,MUNI
77151,030210000,CITY OF CHICAGO,MUNI
77152,030210000,CITY OF CHICAGO,MUNI
77153,030210000,CITY OF CHICAGO,MUNI
77154,030210000,CITY OF CHICAGO,MUNI
77155,030210000,CITY OF CHICAGO,MUNI
77156,030210000,CITY OF CHICAGO,MUNI
77157,030210000,CITY OF CHICAGO,MUNI
77158,030210000,CITY OF CHICAGO,MUNI
77159,030210000,CITY OF CHICAGO,MUNI
72217,030210000,CITY OF CHICAGO,MUNI
72218,030210000,CITY OF CHICAGO,MUNI
72219,030210000,CITY OF CHICAGO,MUNI
72220,030210000,CITY OF CHICAGO,MUNI
72221,030210000,CITY OF CHICAGO,MUNI
72222,030210000,CITY OF CHICAGO,MUNI
72223,030210000,CITY OF CHICAGO,MUNI
76097,030210000,CITY OF CHICAGO,MUNI
76098,030210000,CITY OF CHICAGO,MUNI
76099,030210000,CITY OF CHICAGO,MUNI
76100,030210000,CITY OF CHICAGO,MUNI
76101,030210000,CITY OF CHICAGO,MUNI
76102,030210000,CITY OF CHICAGO,MUNI
77160,030210000,CITY OF CHICAGO,MUNI
77161,030210000,CITY OF CHICAGO,MUNI
70128,030210000,CITY OF CHICAGO,MUNI
70129,030210000,CITY OF CHICAGO,MUNI
70130,030210000,CITY OF CHICAGO,MUNI
70131,030210000,CITY OF CHICAGO,MUNI
70132,030210000,CITY OF CHICAGO,MUNI
70133,030210000,CITY OF CHICAGO,MUNI
70134,030210000,CITY OF CHICAGO,MUNI
70135,030210000,CITY OF CHICAGO,MUNI
70136,030210000,CITY OF CHICAGO,MUNI
70137,030210000,CITY OF CHICAGO,MUNI
70138,030210000,CITY OF CHICAGO,MUNI
70139,030210000,CITY OF CHICAGO,MUNI
70140,030210000,CITY OF CHICAGO,MUNI
70141,030210000,CITY OF CHICAGO,MUNI
70142,030210000,CITY OF CHICAGO,MUNI
70143,030210000,CITY OF CHICAGO,MUNI
70144,030210000,CITY OF CHICAGO,MUNI
70145,030210000,CITY OF CHICAGO,MUNI
70146,030210000,CITY OF CHICAGO,MUNI
70147,030210000,CITY OF CHICAGO,MUNI
70148,030210000,CITY OF CHICAGO,MUNI
70149,030210000,CITY OF CHICAGO,MUNI
70150,030210000,CITY OF CHICAGO,MUNI
70151,030210000,CITY OF CHICAGO,MUNI
70152,030210000,CITY OF CHICAGO,MUNI
70153,030210000,CITY OF CHICAGO,MUNI
71187,030210000,CITY OF CHICAGO,MUNI
73122,030210000,CITY OF CHICAGO,MUNI
74035,030210000,CITY OF CHICAGO,MUNI
74036,030210000,CITY OF CHICAGO,MUNI
74037,030210000,CITY OF CHICAGO,MUNI
74038,030210000,CITY OF CHICAGO,MUNI
75026,030210000,CITY OF CHICAGO,MUNI
77162,030210000,CITY OF CHICAGO,MUNI
77163,030210000,CITY OF CHICAGO,MUNI
77164,030210000,CITY OF CHICAGO,MUNI
77165,030210000,CITY OF CHICAGO,MUNI
77166,030210000,CITY OF CHICAGO,MUNI
77167,030210000,CITY OF CHICAGO,MUNI
77168,030210000,CITY OF CHICAGO,MUNI
77169,030210000,CITY OF CHICAGO,MUNI
12027,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12028,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12037,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12038,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12039,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12044,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12052,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12053,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12054,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12058,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12062,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12072,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12075,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12085,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12089,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12093,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12099,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12105,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12108,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12113,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12114,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12119,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12127,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12128,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12149,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12157,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12159,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12160,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12176,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12178,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12181,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12186,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12188,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12192,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12194,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12195,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12196,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12197,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12198,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12243,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12244,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12245,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12246,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12247,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12248,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12249,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12250,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12251,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12261,030220000,CITY OF CHICAGO HEIGHTS,MUNI
12262,030220000,CITY OF CHICAGO HEIGHTS,MUNI
39030,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39032,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39045,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39055,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39105,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39106,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39107,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39159,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39160,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39163,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39164,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39165,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39171,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39181,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39182,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39200,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39202,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39203,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39227,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39228,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
39229,030230000,VILLAGE OF CHICAGO RIDGE,MUNI
